"","Strike","Price","Continent","Verb"
"86",42,3.62782076783835,"Europe","put"
"87",43,4.06870702507162,"Europe","put"
"88",44,4.51678122930737,"Europe","put"
"89",45,4.96485543354311,"Europe","put"
"90",46,5.41292963777886,"Europe","put"
"91",47,5.86100384201461,"Europe","put"
"92",48,6.30907804625036,"Europe","put"
"93",49,6.7571522504861,"Europe","put"
"94",50,7.20522645472185,"Europe","put"
"95",51,7.80709063645196,"Europe","put"
"96",52,8.40895481818207,"Europe","put"
"97",53,9.01081899991218,"Europe","put"
"98",54,9.61268318164228,"Europe","put"
"99",55,10.2145473633724,"Europe","put"
"100",56,10.8164115451025,"Europe","put"
"101",57,11.4182757268326,"Europe","put"
"102",58,12.0201399085627,"Europe","put"
"103",59,12.6220040902928,"Europe","put"
"104",60,13.2975370669821,"Europe","put"
"105",61,14.0346967744143,"Europe","put"
"106",62,14.7718564818464,"Europe","put"
"107",63,15.5090161892785,"Europe","put"
"108",64,16.2461758967107,"Europe","put"
"109",65,16.9833356041428,"Europe","put"
"110",66,17.7204953115749,"Europe","put"
"111",67,18.457655019007,"Europe","put"
"112",68,19.1948147264392,"Europe","put"
"113",69,19.9319744338713,"Europe","put"
"114",70,20.6691341413034,"Europe","put"
"115",71,21.4367766391435,"Europe","put"
"116",72,22.2752494435702,"Europe","put"
"117",73,23.1137222479969,"Europe","put"
"118",74,23.9521950524237,"Europe","put"
"119",75,24.7906678568504,"Europe","put"
"120",76,25.6291406612772,"Europe","put"
"121",77,26.4676134657039,"Europe","put"
"122",78,27.3060862701307,"Europe","put"
"123",18,32.7260368260754,"America","call"
"124",19,31.77993967228,"America","call"
"125",20,30.8338425184846,"America","call"
"126",21,29.8877453646892,"America","call"
"127",22,28.9659052934546,"America","call"
"128",23,28.0448412822511,"America","call"
"129",24,27.1237772710476,"America","call"
"130",25,26.2027132598441,"America","call"
"131",26,25.3319330197245,"America","call"
"132",27,24.4615671238386,"America","call"
"133",28,23.5912012279527,"America","call"
"134",29,22.7208353320669,"America","call"
"135",30,21.8730206972472,"America","call"
"136",31,21.0885535417612,"America","call"
"137",32,20.3040863862752,"America","call"
"138",33,19.5196192307892,"America","call"
"139",34,18.7351520753032,"America","call"
"140",35,17.9506849198172,"America","call"
"141",36,17.2446720150043,"America","call"
"142",37,16.5830040664104,"America","call"
"143",38,15.9213361178165,"America","call"
"144",39,15.2596681692225,"America","call"
"145",40,14.5980002206286,"America","call"
"146",41,13.9363322720346,"America","call"
"147",42,13.2746643234407,"America","call"
"148",43,12.7547611415216,"America","call"
"149",44,12.2420459066051,"America","call"
"150",45,11.7293306716885,"America","call"
"151",46,11.2166154367719,"America","call"
"152",47,10.7039002018553,"America","call"
"153",48,10.1911849669387,"America","call"
"154",49,9.67846973202216,"America","call"
"155",50,9.16575449710559,"America","call"
"156",51,8.80682923968337,"America","call"
"157",52,8.44790398226115,"America","call"
"158",53,8.08897872483893,"America","call"
"159",54,7.73005346741671,"America","call"
"160",55,7.3711282099945,"America","call"
"161",56,7.01220295257228,"America","call"
"162",57,6.65327769515006,"America","call"
"163",58,6.29435243772784,"America","call"
"164",59,5.93542718030562,"America","call"
"165",60,5.65017071784261,"America","call"
"166",61,5.42654098612242,"America","call"
"167",62,5.20291125440222,"America","call"
"168",63,4.97928152268203,"America","call"
"169",64,4.75565179096183,"America","call"
"170",65,4.53202205924164,"America","call"
"171",66,4.30839232752144,"America","call"
"172",67,4.08476259580125,"America","call"
"173",68,3.86113286408105,"America","call"
"174",69,3.63750313236086,"America","call"
"175",70,3.41387340064066,"America","call"
"176",71,3.22072645932836,"America","call"
"177",72,3.09840982460278,"America","call"
"178",73,2.9760931898772,"America","call"
"179",74,2.85377655515162,"America","call"
"180",75,2.73145992042604,"America","call"
"181",76,2.60914328570046,"America","call"
"182",77,2.48682665097488,"America","call"
"183",78,2.36451001624929,"America","call"
"184",18,0.0205592354095472,"America","put"
"185",19,0.0352623490483501,"America","put"
"186",20,0.0499814737765197,"America","put"
"187",21,0.065410633060105,"America","put"
"188",22,0.10463138433719,"America","put"
"189",23,0.144444684485302,"America","put"
"190",24,0.184386616161477,"America","put"
"191",25,0.227004730171476,"America","put"
"192",26,0.317336211249044,"America","put"
"193",27,0.408064921441641,"America","put"
"194",28,0.498973358930007,"America","put"
"195",29,0.590746680365741,"America","put"
"196",30,0.711367719724757,"America","put"
"197",31,0.88833870763756,"America","put"
"198",32,1.06570127443252,"America","put"
"199",33,1.24359024438677,"America","put"
"200",34,1.4228716229182,"America","put"
"201",35,1.60624182771312,"America","put"
"202",36,1.8739408287001,"America","put"
"203",37,2.17511290763337,"America","put"
"204",38,2.47725331981295,"America","put"
"205",39,2.78057691244792,"America","put"
"206",40,3.08540173604479,"America","put"
"207",41,3.3942754908413,"America","put"
"208",42,3.7222013986474,"America","put"
"209",43,4.17134859895475,"America","put"
"210",44,4.62476846587102,"America","put"
"211",45,5.07991328865979,"America","put"
"212",46,5.53734338956673,"America","put"
"213",47,5.99599797746393,"America","put"
"214",48,6.46051711905052,"America","put"
"215",49,6.93092147565546,"America","put"
"216",50,7.42820468454821,"America","put"
"217",51,8.0410664333017,"America","put"
"218",52,8.65428773589804,"America","put"
"219",53,9.27015900900361,"America","put"
"220",54,9.88876927100002,"America","put"
"221",55,10.5106510809775,"America","put"
"222",56,11.1350012596763,"America","put"
"223",57,11.7672432168874,"America","put"
"224",58,12.4043125720617,"America","put"
"225",59,13.0576185326631,"America","put"
"226",60,13.7818826019757,"America","put"
"227",61,14.54079833668,"America","put"
"228",62,15.3022981128107,"America","put"
"229",63,16.0667626946601,"America","put"
"230",64,16.8340183593912,"America","put"
"231",65,17.6044294176963,"America","put"
"232",66,18.3791423511959,"America","put"
"233",67,19.1603492796849,"America","put"
"234",68,19.9503114323621,"America","put"
"235",69,20.7459098523321,"America","put"
"236",70,21.5522638715196,"America","put"
"237",71,22.3928064715515,"America","put"
"238",72,23.26780078183,"America","put"
"239",73,24.145268721923,"America","put"
"240",74,25.0269269574929,"America","put"
"241",75,25.9164089072944,"America","put"
"242",76,26.8079866971206,"America","put"
"243",77,27.7010146445296,"America","put"
"244",78,28.5981930257481,"America","put"
